Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.03.2022 07:00 - 08:00,f,f,372,0,351,0,0,0,249,0,3,0,371,0,0,0,38,0,22,0,f,f,0,0,278,0,0,0,0,0,0,0,0,0,0,0,190,0,20,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,515,0,0,0,142,0,0,0,523,0,0,0,98,0,0,0,145,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 08:00 - 09:00,f,f,558,0,375,0,0,0,661,0,3,0,395,0,0,0,40,0,40,0,f,f,0,0,301,0,0,0,0,0,0,0,0,0,0,0,203,0,22,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,553,0,0,0,156,0,0,0,540,0,0,0,107,0,0,0,155,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 09:00 - 10:00,f,f,551,0,386,0,0,0,770,0,4,0,397,0,0,0,43,0,52,0,f,f,0,0,321,0,0,0,0,0,0,0,0,0,0,0,215,0,22,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,597,0,0,0,168,0,0,0,645,0,0,0,112,0,0,0,161,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 10:00 - 11:00,f,f,537,0,386,0,0,0,819,0,4,0,389,0,0,0,42,0,51,0,f,f,0,0,329,0,0,0,0,0,0,0,0,0,0,0,219,0,22,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,606,0,0,0,169,0,0,0,502,0,0,0,111,0,0,0,164,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 11:00 - 12:00,f,f,532,0,385,0,0,0,825,0,3,0,381,0,0,0,42,0,26,0,f,f,0,0,324,0,0,0,0,0,0,0,0,0,0,0,218,0,22,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,596,0,0,0,171,0,0,0,503,0,0,0,109,0,0,0,159,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 12:00 - 13:00,f,f,562,0,382,0,0,0,949,0,3,0,377,0,0,0,39,0,21,0,f,f,0,0,319,0,0,0,0,0,0,0,0,0,0,0,218,0,22,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,586,0,0,0,165,0,0,0,424,0,0,0,106,0,0,0,160,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 13:00 - 14:00,f,f,537,0,375,0,0,0,919,0,4,0,371,0,0,0,39,0,21,0,f,f,0,0,312,0,0,0,0,0,0,0,0,0,0,0,215,0,22,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,581,0,0,0,161,0,0,0,526,0,0,0,104,0,0,0,159,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 14:00 - 15:00,f,f,500,0,372,0,0,0,916,0,4,0,363,0,0,0,39,0,22,0,f,f,0,0,306,0,0,0,0,0,0,0,0,0,0,0,213,0,22,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,576,0,0,0,157,0,0,0,517,0,0,0,101,0,0,0,152,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 15:00 - 16:00,f,f,422,0,370,0,0,0,883,0,4,0,361,0,0,0,38,0,21,0,f,f,0,0,302,0,0,0,0,0,0,0,0,0,0,0,210,0,22,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,570,0,0,0,155,0,0,0,515,0,0,0,100,0,0,0,150,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 16:00 - 17:00,f,f,396,0,385,0,0,0,427,0,4,0,365,0,0,0,38,0,21,0,f,f,0,0,296,0,0,0,0,0,0,0,0,0,0,0,208,0,22,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,554,0,0,0,154,0,0,0,504,0,0,0,100,0,0,0,150,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 17:00 - 18:00,f,f,388,0,389,0,0,0,322,0,3,0,383,0,0,0,40,0,21,0,f,f,0,0,302,0,0,0,0,0,0,0,0,0,0,0,204,0,20,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,564,0,0,0,157,0,0,0,500,0,0,0,100,0,0,0,149,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 18:00 - 19:00,f,f,395,0,394,0,0,0,193,0,4,0,381,0,0,0,43,0,21,0,f,f,0,0,312,0,0,0,0,0,0,0,0,0,0,0,216,0,22,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,588,0,0,0,166,0,0,0,534,0,0,0,106,0,0,0,153,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 19:00 - 20:00,f,f,373,0,385,0,0,0,95,0,3,0,369,0,0,0,43,0,21,0,f,f,0,0,308,0,0,0,0,0,0,0,0,0,0,0,216,0,20,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,581,0,0,0,167,0,0,0,491,0,0,0,107,0,0,0,150,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 20:00 - 21:00,f,f,377,0,367,0,0,0,87,0,4,0,357,0,0,0,41,0,22,0,f,f,0,0,294,0,0,0,0,0,0,0,0,0,0,0,211,0,20,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,551,0,0,0,157,0,0,0,496,0,0,0,102,0,0,0,146,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 21:00 - 22:00,f,f,382,0,351,0,0,0,84,0,3,0,335,0,0,0,37,0,21,0,f,f,0,0,278,0,0,0,0,0,0,0,0,0,0,0,204,0,20,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,525,0,0,0,145,0,0,0,493,0,0,0,98,0,0,0,134,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 22:00 - 23:00,f,f,382,0,330,0,0,0,83,0,3,0,305,0,0,0,34,0,21,0,f,f,0,0,259,0,0,0,0,0,0,0,0,0,0,0,195,0,18,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,488,0,0,0,131,0,0,0,468,0,0,0,90,0,0,0,127,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 23:00 - 24:00,f,f,354,0,315,0,0,0,81,0,4,0,283,0,0,0,29,0,22,0,f,f,0,0,248,0,0,0,0,0,0,0,0,0,0,0,189,0,18,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,464,0,0,0,121,0,0,0,506,0,0,0,88,0,0,0,120,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 00:00 - 01:00,f,f,337,0,295,0,0,0,82,0,4,0,301,0,0,0,26,0,21,0,f,f,0,0,232,0,0,0,0,0,0,0,0,0,0,0,180,0,18,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,436,0,0,0,112,0,0,0,459,0,0,0,85,0,0,0,118,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 01:00 - 02:00,f,f,396,0,289,0,0,0,78,0,4,0,287,0,0,0,25,0,22,0,f,f,0,0,220,0,0,0,0,0,0,0,0,0,0,0,173,0,16,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,419,0,0,0,105,0,0,0,553,0,0,0,82,0,0,0,113,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 02:00 - 03:00,f,f,373,0,286,0,0,0,80,0,4,0,285,0,0,0,24,0,21,0,f,f,0,0,217,0,0,0,0,0,0,0,0,0,0,0,170,0,16,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,402,0,0,0,103,0,0,0,524,0,0,0,80,0,0,0,113,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 03:00 - 04:00,f,f,353,0,284,0,0,0,79,0,3,0,283,0,0,0,23,0,22,0,f,f,0,0,211,0,0,0,0,0,0,0,0,0,0,0,168,0,18,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,394,0,0,0,102,0,0,0,506,0,0,0,80,0,0,0,111,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 04:00 - 05:00,f,f,395,0,288,0,0,0,80,0,4,0,291,0,0,0,24,0,21,0,f,f,0,0,215,0,0,0,0,0,0,0,0,0,0,0,169,0,18,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,398,0,0,0,104,0,0,0,517,0,0,0,81,0,0,0,113,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 05:00 - 06:00,f,f,373,0,303,0,0,0,80,0,3,0,319,0,0,0,25,0,21,0,f,f,0,0,228,0,0,0,0,0,0,0,0,0,0,0,169,0,18,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,415,0,0,0,107,0,0,0,492,0,0,0,83,0,0,0,118,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 06:00 - 07:00,f,f,345,0,325,0,0,0,84,0,3,0,365,0,0,0,31,0,22,0,f,f,0,0,252,0,0,0,0,0,0,0,0,0,0,0,176,0,18,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,455,0,0,0,124,0,0,0,487,0,0,0,91,0,0,0,134,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 07:00 - 08:00,f,f,366,0,349,0,0,0,198,0,3,0,399,0,0,0,36,0,21,0,f,f,0,0,264,0,0,0,0,0,0,0,0,0,0,0,185,0,20,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,495,0,0,0,133,0,0,0,502,0,0,0,97,0,0,0,142,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 08:00 - 09:00,f,f,398,0,367,0,0,0,349,0,3,0,427,0,0,0,39,0,41,0,f,f,0,0,287,0,0,0,0,0,0,0,0,0,0,0,198,0,20,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,546,0,0,0,149,0,0,0,541,0,0,0,105,0,0,0,152,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 09:00 - 10:00,f,f,420,0,378,0,0,0,356,0,4,0,431,0,0,0,40,0,49,0,f,f,0,0,307,0,0,0,0,0,0,0,0,0,0,0,206,0,20,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,581,0,0,0,157,0,0,0,536,0,0,0,109,0,0,0,154,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 10:00 - 11:00,f,f,373,0,378,0,0,0,388,0,4,0,421,0,0,0,40,0,50,0,f,f,0,0,312,0,0,0,0,0,0,0,0,0,0,0,212,0,22,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,586,0,0,0,163,0,0,0,467,0,0,0,108,0,0,0,155,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 11:00 - 12:00,f,f,390,0,367,0,0,0,392,0,3,0,411,0,0,0,38,0,34,0,f,f,0,0,304,0,0,0,0,0,0,0,0,0,0,0,208,0,20,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,570,0,0,0,159,0,0,0,495,0,0,0,106,0,0,0,153,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 12:00 - 13:00,f,f,389,0,364,0,0,0,389,0,3,0,381,0,0,0,37,0,20,0,f,f,0,0,301,0,0,0,0,0,0,0,0,0,0,0,207,0,20,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,569,0,0,0,154,0,0,0,507,0,0,0,103,0,0,0,149,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 13:00 - 14:00,f,f,317,0,356,0,0,0,388,0,4,0,373,0,0,0,34,0,20,0,f,f,0,0,292,0,0,0,0,0,0,0,0,0,0,0,208,0,20,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,561,0,0,0,151,0,0,0,496,0,0,0,101,0,0,0,145,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 14:00 - 15:00,f,f,336,0,355,0,0,0,382,0,3,0,371,0,0,0,37,0,19,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,205,0,18,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,548,0,0,0,148,0,0,0,520,0,0,0,99,0,0,0,142,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 15:00 - 16:00,f,f,299,0,352,0,0,0,378,0,4,0,369,0,0,0,35,0,20,0,f,f,0,0,277,0,0,0,0,0,0,0,0,0,0,0,202,0,18,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,528,0,0,0,144,0,0,0,537,0,0,0,98,0,0,0,139,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 16:00 - 17:00,f,f,282,0,355,0,0,0,359,0,4,0,351,0,0,0,36,0,20,0,f,f,0,0,275,0,0,0,0,0,0,0,0,0,0,0,202,0,18,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,531,0,0,0,145,0,0,0,538,0,0,0,98,0,0,0,140,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 17:00 - 18:00,f,f,285,0,368,0,0,0,296,0,3,0,371,0,0,0,38,0,20,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,204,0,18,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,543,0,0,0,151,0,0,0,441,0,0,0,99,0,0,0,144,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 18:00 - 19:00,f,f,289,0,385,0,0,0,221,0,3,0,373,0,0,0,43,0,20,0,f,f,0,0,297,0,0,0,0,0,0,0,0,0,0,0,210,0,20,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,567,0,0,0,163,0,0,0,413,0,0,0,105,0,0,0,153,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 19:00 - 20:00,f,f,291,0,367,0,0,0,102,0,3,0,367,0,0,0,42,0,20,0,f,f,0,0,293,0,0,0,0,0,0,0,0,0,0,0,213,0,18,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,558,0,0,0,167,0,0,0,422,0,0,0,105,0,0,0,151,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 20:00 - 21:00,f,f,280,0,357,0,0,0,94,0,4,0,347,0,0,0,40,0,21,0,f,f,0,0,285,0,0,0,0,0,0,0,0,0,0,0,207,0,16,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,540,0,0,0,157,0,0,0,438,0,0,0,102,0,0,0,144,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 21:00 - 22:00,f,f,287,0,336,0,0,0,91,0,3,0,321,0,0,0,36,0,20,0,f,f,0,0,272,0,0,0,0,0,0,0,0,0,0,0,201,0,16,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,515,0,0,0,147,0,0,0,401,0,0,0,96,0,0,0,134,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 22:00 - 23:00,f,f,288,0,316,0,0,0,93,0,3,0,301,0,0,0,32,0,21,0,f,f,0,0,253,0,0,0,0,0,0,0,0,0,0,0,191,0,18,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,483,0,0,0,130,0,0,0,427,0,0,0,90,0,0,0,124,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
19.03.2022 23:00 - 24:00,f,f,295,0,305,0,0,0,88,0,3,0,283,0,0,0,29,0,20,0,f,f,0,0,242,0,0,0,0,0,0,0,0,0,0,0,183,0,16,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,468,0,0,0,120,0,0,0,446,0,0,0,86,0,0,0,120,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 00:00 - 01:00,f,f,286,0,298,0,0,0,89,0,4,0,271,0,0,0,25,0,21,0,f,f,0,0,226,0,0,0,0,0,0,0,0,0,0,0,176,0,18,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,432,0,0,0,109,0,0,0,432,0,0,0,83,0,0,0,115,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 01:00 - 02:00,f,f,296,0,284,0,0,0,90,0,4,0,257,0,0,0,23,0,21,0,f,f,0,0,214,0,0,0,0,0,0,0,0,0,0,0,169,0,18,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,413,0,0,0,104,0,0,0,434,0,0,0,79,0,0,0,112,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 02:00 - 03:00,f,f,294,0,277,0,0,0,88,0,4,0,253,0,0,0,22,0,21,0,f,f,0,0,208,0,0,0,0,0,0,0,0,0,0,0,165,0,18,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,397,0,0,0,102,0,0,0,436,0,0,0,79,0,0,0,110,0,0,0,0,0,0,0,37,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 03:00 - 04:00,f,f,300,0,280,0,0,0,90,0,3,0,255,0,0,0,23,0,21,0,f,f,0,0,204,0,0,0,0,0,0,0,0,0,0,0,164,0,18,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,389,0,0,0,101,0,0,0,443,0,0,0,79,0,0,0,109,0,0,0,0,0,0,0,37,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 04:00 - 05:00,f,f,294,0,283,0,0,0,90,0,4,0,263,0,0,0,22,0,21,0,f,f,0,0,210,0,0,0,0,0,0,0,0,0,0,0,164,0,18,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,396,0,0,0,103,0,0,0,429,0,0,0,78,0,0,0,110,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 05:00 - 06:00,f,f,287,0,297,0,0,0,90,0,3,0,283,0,0,0,24,0,21,0,f,f,0,0,222,0,0,0,0,0,0,0,0,0,0,0,164,0,18,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,416,0,0,0,106,0,0,0,407,0,0,0,80,0,0,0,119,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 06:00 - 07:00,f,f,291,0,314,0,0,0,95,0,3,0,321,0,0,0,28,0,21,0,f,f,0,0,240,0,0,0,0,0,0,0,0,0,0,0,169,0,20,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,451,0,0,0,118,0,0,0,426,0,0,0,88,0,0,0,130,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
20.03.2022 07:00 - 08:00,f,f,285,0,335,0,0,0,186,0,3,0,353,0,0,0,33,0,20,0,f,f,0,0,255,0,0,0,0,0,0,0,0,0,0,0,180,0,18,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,487,0,0,0,129,0,0,0,437,0,0,0,93,0,0,0,135,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
